BookingID,hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,no_of_weekend_nights,no_of_week_nights,no_of_adults,no_of_children,babies,type_of_meal_plan,country,market_segment_type,distribution_channel,room_type_reserved,assigned_room_type,booking_changes,deposit_type,agent,customer_type,avg_price_per_room,required_car_parking_space,no_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,arrival_date,"Total Guests",empID
896,"Resort Hotel",0,0,2015,8,32,4,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,C,0,"No Deposit",250,Transient,172,0,0,Check-Out,2015-05-08,"Kelly Garrett",Kelly.Garrett11@protonmail.com,664-072-7155,************8457,2015-08-04,2,896
897,"Resort Hotel",1,36,2015,8,32,4,0,3,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,F,F,0,"No Deposit",250,Transient,221,0,0,Canceled,2015-07-29,"Stephen Sutton",Stephen_S13@att.com,761-575-7953,************9389,2015-08-04,1,897
898,"Resort Hotel",1,61,2015,8,32,4,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,0,Canceled,2015-06-07,"Matthew Murphy",MMurphy@xfinity.com,466-881-4950,************2689,2015-08-04,2,898
899,"Resort Hotel",0,13,2015,8,32,4,0,4,2,0,1,"Half Board",PRT,Direct,Direct,C,C,1,"No Deposit",0,Transient-Party,230.5,0,2,Check-Out,2015-08-08,"Jeffrey Woods",Jeffrey_W@zoho.com,340-507-6937,************3124,2015-08-04,2,899
900,"Resort Hotel",0,13,2015,8,32,4,0,4,2,0,0,"Half Board",PRT,Direct,Direct,C,C,1,"No Deposit",0,Transient-Party,230.5,1,2,Check-Out,2015-08-08,"John Davis",John_Davis@gmail.com,888-106-4448,************1458,2015-08-04,2,900
901,"Resort Hotel",1,15,2015,8,32,4,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,211,0,1,Canceled,2015-07-21,"Jeffrey King",Jeffrey_K@gmail.com,952-422-4705,************6113,2015-08-04,2,901
902,"Resort Hotel",0,14,2015,8,32,4,0,5,2,0,0,"Half Board",ESP,"Online TA",TA/TO,D,D,1,"No Deposit",240,Transient,241,0,2,Check-Out,2015-09-08,"Megan Jefferson",Megan.J@yahoo.com,826-524-4328,************2124,2015-08-04,2,902
903,"Resort Hotel",1,13,2015,8,32,4,1,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,211,0,1,Canceled,2015-07-25,"Larry Irwin",Irwin.Larry@gmail.com,242-547-9960,************5530,2015-08-04,2,903
904,"Resort Hotel",0,140,2015,8,32,4,2,5,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,A,D,0,"No Deposit",6,Transient-Party,90.95,1,0,Check-Out,2015-11-08,"Carla Smith",Carla_S99@verizon.com,322-126-3086,************4741,2015-08-04,2,904
905,"Resort Hotel",0,6,2015,8,32,4,2,5,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,188.29,0,2,Check-Out,2015-11-08,"Heather Hebert",Hebert.Heather@zoho.com,132-055-9757,************4508,2015-08-04,2,905
906,"Resort Hotel",0,140,2015,8,32,4,2,5,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,D,0,"No Deposit",6,Transient-Party,90.95,0,0,Check-Out,2015-11-08,"Jerome Martinez",Martinez_Jerome@yandex.com,743-798-6199,************5397,2015-08-04,2,906
907,"Resort Hotel",0,81,2015,8,32,4,2,8,2,0,0,"Half Board",RUS,Direct,Direct,D,D,1,"No Deposit",250,Transient,187.8,0,1,Check-Out,2015-08-14,"Christopher Graham",Graham_Christopher@outlook.com,255-177-2629,************5486,2015-08-04,2,907
908,"Resort Hotel",0,1,2015,8,32,5,0,0,3,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,I,0,"No Deposit",240,Transient,0,0,2,Check-Out,2015-05-08,"Tammy Howard",TammyHoward@outlook.com,292-792-7993,************8909,2015-08-05,3,908
909,"Resort Hotel",0,65,2015,8,32,5,0,0,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,D,I,0,"No Deposit",261,Transient,0,0,0,Check-Out,2015-05-08,"Kelly Flores",Kelly_Flores27@yandex.com,512-224-1701,************4592,2015-08-05,2,909
910,"Resort Hotel",1,0,2015,8,32,5,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,F,0,"No Deposit",0,Transient,172,0,1,Canceled,2015-05-08,"Brandon Chandler",Chandler_Brandon@att.com,840-988-1633,************5534,2015-08-05,2,910
911,"Resort Hotel",0,2,2015,8,32,5,0,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,171.9,0,0,Check-Out,2015-06-08,"Mark Thornton",Thornton.Mark23@yandex.com,795-852-5506,************9887,2015-08-05,2,911
912,"Resort Hotel",0,0,2015,8,32,5,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,L,F,0,"No Deposit",0,Transient,200,0,0,Check-Out,2015-06-08,"Justin Potter",Justin.P@mail.com,283-678-0443,************4806,2015-08-05,2,912
913,"Resort Hotel",1,114,2015,8,32,5,0,3,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,149.4,0,0,Canceled,2015-04-07,"Benjamin Martinez",Benjamin_Martinez@gmail.com,208-765-8816,************2194,2015-08-05,2,913
914,"Resort Hotel",1,111,2015,8,32,5,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,1,"No Deposit",240,Transient,154,0,1,Canceled,2015-06-15,"Carol Yates",Yates_Carol@verizon.com,263-807-2945,************9877,2015-08-05,2,914
915,"Resort Hotel",0,44,2015,8,32,5,0,4,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,148.25,1,0,Check-Out,2015-09-08,"Joseph Figueroa",Joseph_F@yandex.com,314-617-1446,************7120,2015-08-05,2,915
916,"Resort Hotel",0,139,2015,8,32,5,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,172,0,1,Check-Out,2015-09-08,"Benjamin Castro",Castro_Benjamin@aol.com,169-706-2095,************4080,2015-08-05,2,916
917,"Resort Hotel",1,57,2015,8,32,5,1,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,183,0,0,Canceled,2015-07-23,"Glenn Bruce",Glenn.B@yahoo.com,238-716-1253,************3927,2015-08-05,2,917
918,"Resort Hotel",1,16,2015,8,32,5,1,4,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,242.6,0,1,Canceled,2015-07-22,"Samantha Taylor",Taylor.Samantha@zoho.com,683-725-0964,************5138,2015-08-05,2,918
919,"Resort Hotel",0,139,2015,8,32,5,0,4,3,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,172,0,2,Check-Out,2015-09-08,"Mary Lawson",Lawson_Mary@outlook.com,299-828-9843,************2220,2015-08-05,3,919
920,"Resort Hotel",0,84,2015,8,32,5,2,5,2,0,1,"Half Board",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,168.71,0,3,Check-Out,2015-12-08,"Ryan Gibson",RGibson92@att.com,768-298-6720,************4232,2015-08-05,2,920
921,"Resort Hotel",1,117,2015,8,32,5,2,6,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,166,0,0,Canceled,2015-04-22,"Amy Reed",Reed_Amy@yahoo.com,128-389-2637,************9653,2015-08-05,2,921
922,"Resort Hotel",1,69,2015,8,32,6,0,1,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,1,"No Deposit",146,Transient,112,0,0,Canceled,2015-05-06,"Luis Cole",Cole_Luis12@gmail.com,177-613-0266,************3464,2015-08-06,1,922
923,"Resort Hotel",0,2,2015,8,32,6,0,1,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,172,0,0,Check-Out,2015-07-08,"Cheyenne Price",Cheyenne_P24@yahoo.com,893-724-0495,************3251,2015-08-06,2,923
924,"Resort Hotel",1,118,2015,8,32,6,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,0,Canceled,2015-05-20,"Rebecca Ward",Rebecca.W81@zoho.com,514-197-0819,************4023,2015-08-06,2,924
925,"Resort Hotel",0,129,2015,8,32,6,0,3,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,F,0,"No Deposit",0,Transient-Party,126,0,1,Check-Out,2015-09-08,"Paul Gutierrez",Paul_Gutierrez34@comcast.net,340-913-0803,************4343,2015-08-06,2,925
926,"Resort Hotel",0,9,2015,8,32,6,0,3,2,2,0,"Half Board",ESP,"Online TA",TA/TO,G,C,2,"No Deposit",240,Transient,268,1,1,Check-Out,2015-09-08,"David Riley",David.Riley@protonmail.com,434-955-2432,************7223,2015-08-06,4,926
927,"Resort Hotel",0,52,2015,8,32,6,1,3,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,E,1,"No Deposit",250,Transient,173,0,0,Check-Out,2015-10-08,"Kellie Yates",KellieYates@verizon.com,468-173-0781,************8891,2015-08-06,2,927
928,"Resort Hotel",0,65,2015,8,32,6,2,3,2,0,0,"Half Board",GBR,"Offline TA/TO",TA/TO,D,D,1,"No Deposit",142,Transient,149.2,0,0,Check-Out,2015-11-08,"Barry Hill",BHill@hotmail.com,486-928-1643,************7020,2015-08-06,2,928
929,"Resort Hotel",0,7,2015,8,32,6,2,3,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,217.2,1,4,Check-Out,2015-11-08,"Alexandria Lindsey",Lindsey_Alexandria14@gmail.com,648-279-8407,************3044,2015-08-06,2,929
930,"Resort Hotel",1,28,2015,8,32,6,1,3,3,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",242,Transient,239.3,0,1,Canceled,2015-07-21,"Robert Bowers",Robert.B@aol.com,649-488-9376,************1781,2015-08-06,3,930
931,"Resort Hotel",0,3,2015,8,32,6,2,4,2,0,0,"Bed and Breakfass",ROU,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,181.5,0,3,Check-Out,2015-12-08,"Matthew Perry",Perry.Matthew17@hotmail.com,757-976-7843,************4089,2015-08-06,2,931
932,"Resort Hotel",0,87,2015,8,32,6,2,6,2,0,0,"Bed and Breakfass",RUS,"Online TA",TA/TO,D,D,2,"No Deposit",240,Transient,154,0,2,Check-Out,2015-08-14,"Christopher Zhang",CZhang61@outlook.com,266-076-1903,************7808,2015-08-06,2,932
933,"Resort Hotel",0,51,2015,8,32,6,2,6,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,0,Check-Out,2015-08-14,"Nancy Vasquez",Nancy_Vasquez55@verizon.com,751-318-4701,************3265,2015-08-06,2,933
934,"Resort Hotel",0,136,2015,8,32,6,2,8,3,1,0,"Bed and Breakfass",IRL,Direct,Direct,G,G,1,"No Deposit",250,Transient,181.9,0,3,Check-Out,2015-08-16,"Jason Meyer",JasonMeyer@protonmail.com,693-367-9537,************3488,2015-08-06,4,934
935,"Resort Hotel",0,4,2015,8,32,7,0,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,I,0,"No Deposit",240,Transient,0,0,2,Check-Out,2015-07-08,"Anthony James",Anthony_J@comcast.net,964-190-7428,************6865,2015-08-07,2,935
936,"Resort Hotel",0,1,2015,8,32,7,0,1,2,0,0,"Bed and Breakfass",PRT,Corporate,Corporate,A,F,0,"No Deposit",0,Transient,114,0,0,Check-Out,2015-08-08,"Scott Mccoy",Scott.Mccoy@mail.com,350-605-2526,************5258,2015-08-07,2,936
937,"Resort Hotel",1,49,2015,8,32,7,0,2,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,267,0,0,Canceled,2015-06-22,"Christine Turner",CTurner91@aol.com,416-405-3761,************3463,2015-08-07,4,937
938,"Resort Hotel",0,4,2015,8,32,7,0,2,2,1,0,"Bed and Breakfass",IND,"Online TA",TA/TO,D,D,1,"No Deposit",240,Transient,226,0,4,Check-Out,2015-09-08,"Jessica Anderson",Anderson.Jessica@outlook.com,297-735-3046,************5445,2015-08-07,3,938
939,"Resort Hotel",1,45,2015,8,32,7,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,0,Canceled,2015-07-27,"Natalie Jimenez",NJimenez@yahoo.com,432-862-9407,************5782,2015-08-07,2,939
940,"Resort Hotel",0,6,2015,8,32,7,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,F,0,"No Deposit",240,Transient,211,0,1,Check-Out,2015-09-08,"Mrs. Brittney Sanders",Mrs._S@comcast.net,169-434-7331,************8917,2015-08-07,2,940
941,"Resort Hotel",0,4,2015,8,32,7,0,2,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,H,0,"No Deposit",240,Transient,191,0,3,Check-Out,2015-09-08,"Jason Anderson",Jason_Anderson17@yandex.com,862-842-7304,************9555,2015-08-07,2,941
942,"Resort Hotel",1,53,2015,8,32,7,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,0,Canceled,2015-06-22,"Justin Richardson",Justin.R@mail.com,462-157-9724,************2442,2015-08-07,2,942
943,"Resort Hotel",0,52,2015,8,32,7,1,2,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,F,0,"No Deposit",250,Transient,173,0,1,Check-Out,2015-10-08,"Kerri Ellis",KerriEllis40@yahoo.com,212-112-4967,************4088,2015-08-07,2,943
944,"Resort Hotel",1,4,2015,8,32,7,2,2,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,1,"No Deposit",240,Transient,277.5,0,2,Canceled,2015-04-08,"Jeffrey Martinez",Jeffrey_Martinez@zoho.com,841-235-6424,************6965,2015-08-07,4,944
945,"Resort Hotel",0,98,2015,8,32,7,2,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,134,0,2,Check-Out,2015-11-08,"Barbara Thomas",Thomas.Barbara77@comcast.net,129-318-9391,************6450,2015-08-07,2,945
946,"Resort Hotel",1,46,2015,8,32,7,2,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,0,Canceled,2015-07-14,"Mercedes Ellis",Mercedes.Ellis@yahoo.com,341-558-8479,************7309,2015-08-07,2,946
947,"Resort Hotel",1,122,2015,8,32,7,2,2,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,186,0,1,Canceled,2015-04-13,"Dustin Williams",Williams_Dustin26@comcast.net,650-507-9645,************1929,2015-08-07,2,947
948,"Resort Hotel",0,83,2015,8,32,7,2,2,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",175,Transient-Party,107.2,0,2,Check-Out,2015-11-08,"Emma Jones",Emma.J@att.com,839-634-7620,************7084,2015-08-07,2,948
949,"Resort Hotel",0,16,2015,8,32,7,2,3,2,0,0,"Bed and Breakfass",IRL,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,221,0,2,Check-Out,2015-12-08,"Daniel Harper",Daniel.H@yahoo.com,940-240-9845,************9075,2015-08-07,2,949
950,"Resort Hotel",1,43,2015,8,32,7,2,4,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,202,0,0,Canceled,2015-06-27,"Robert King DDS",Robert.DDS@protonmail.com,997-907-2991,************2294,2015-08-07,2,950
951,"Resort Hotel",1,73,2015,8,32,7,2,5,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,C,C,0,"No Deposit",105,Transient,169,0,0,Canceled,2015-09-07,"Mary Edwards",Mary_E@gmail.com,817-454-6179,************3788,2015-08-07,4,951
952,"Resort Hotel",0,116,2015,8,32,7,2,5,2,1,1,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,C,C,0,"No Deposit",5,Transient,133.5,1,2,Check-Out,2015-08-14,"Amanda Page",Amanda_Page40@verizon.com,341-956-1573,************5478,2015-08-07,3,952
953,"Resort Hotel",1,113,2015,8,32,7,2,5,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",105,Transient-Party,154.38,0,1,Canceled,2015-05-14,"Melissa Jones",Jones.Melissa@yandex.com,271-777-2316,************4406,2015-08-07,2,953
954,"Resort Hotel",1,113,2015,8,32,7,2,5,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",105,Transient-Party,154.38,0,1,Canceled,2015-05-14,"David Smith",DavidSmith88@yahoo.com,449-655-0210,************7808,2015-08-07,2,954
955,"Resort Hotel",0,51,2015,8,32,7,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,205,0,2,Check-Out,2015-08-14,"Daniel Martinez",Daniel.M69@comcast.net,562-832-7670,************7009,2015-08-07,2,955
956,"Resort Hotel",0,65,2015,8,32,7,2,7,2,0,0,"Bed and Breakfass",NLD,"Online TA",TA/TO,A,A,1,"No Deposit",240,Transient,121.39,1,1,Check-Out,2015-08-16,"Madison Castillo",Castillo_Madison@comcast.net,718-619-7607,************1998,2015-08-07,2,956
957,"Resort Hotel",0,0,2015,8,32,8,0,1,2,0,0,"Bed and Breakfass",CHN,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,171.9,1,0,Check-Out,2015-09-08,"Jennifer Watts",Jennifer.Watts@yahoo.com,517-812-5292,************3303,2015-08-08,2,957
958,"Resort Hotel",1,87,2015,8,32,8,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,164,0,1,Canceled,2015-07-27,"Kimberly Berger",KimberlyBerger95@outlook.com,513-487-6954,************4856,2015-08-08,2,958
959,"Resort Hotel",1,106,2015,8,32,8,1,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,134,0,1,Canceled,2015-09-07,"Jerry Frank",JFrank@mail.com,515-294-1739,************3923,2015-08-08,2,959
960,"Resort Hotel",0,5,2015,8,32,8,1,1,2,0,0,"Bed and Breakfass",CHE,"Online TA",TA/TO,G,H,0,"No Deposit",240,Transient,250,0,1,Check-Out,2015-10-08,"Deborah Morgan",Morgan_Deborah69@protonmail.com,520-317-9678,************3197,2015-08-08,2,960
961,"Resort Hotel",0,98,2015,8,32,8,1,1,2,0,0,"Half Board",ESP,"Online TA",TA/TO,E,F,0,"No Deposit",240,Transient,208,1,1,Check-Out,2015-10-08,"Susan Santos",Susan.Santos@outlook.com,787-080-2827,************4500,2015-08-08,2,961
962,"Resort Hotel",1,78,2015,8,32,8,1,1,2,2,0,"Bed and Breakfass",PRT,Direct,Direct,C,C,0,"No Deposit",250,Transient,181,0,0,Canceled,2015-12-06,"Brandon Rangel",Rangel_Brandon@hotmail.com,738-933-3110,************4501,2015-08-08,4,962
963,"Resort Hotel",0,4,2015,8,32,8,2,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,172,0,3,Check-Out,2015-11-08,"Virginia Thompson",Thompson_Virginia@att.com,740-003-6344,************6375,2015-08-08,2,963
964,"Resort Hotel",0,5,2015,8,32,8,2,1,2,0,0,"Bed and Breakfass",USA,"Online TA",TA/TO,D,D,0,"No Deposit",241,Transient,157.59,0,1,Check-Out,2015-11-08,"Christopher Grant",Christopher.Grant66@hotmail.com,274-630-7249,************7932,2015-08-08,2,964
965,"Resort Hotel",0,3,2015,8,32,8,2,2,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,211.75,1,3,Check-Out,2015-12-08,"Shelby Gardner",SGardner64@gmail.com,357-818-7739,************6205,2015-08-08,2,965
966,"Resort Hotel",0,85,2015,8,32,8,2,2,2,0,0,"Half Board",FRA,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,246,0,1,Check-Out,2015-12-08,"Michael Walker",Michael_W@hotmail.com,442-574-5406,************8738,2015-08-08,2,966
967,"Resort Hotel",1,137,2015,8,32,8,2,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,108.54,0,1,Canceled,2015-06-04,"Sarah Becker",SarahBecker96@xfinity.com,740-542-2955,************4913,2015-08-08,2,967
968,"Resort Hotel",1,67,2015,8,32,8,2,4,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,186,0,0,Canceled,2015-06-17,"Mark Berry",Mark.B43@zoho.com,965-901-1865,************7536,2015-08-08,2,968
969,"Resort Hotel",1,54,2015,8,32,8,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,205,0,1,Canceled,2015-06-22,"Shannon Jackson",Shannon_J@comcast.net,683-540-5586,************6325,2015-08-08,2,969
970,"Resort Hotel",1,87,2015,8,32,8,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,154,0,1,Canceled,2015-05-19,"Nicole Thomas",NThomas54@xfinity.com,865-606-1222,************6923,2015-08-08,2,970
971,"Resort Hotel",1,54,2015,8,32,8,2,5,2,0,0,"Half Board",PRT,Direct,Direct,A,A,0,"No Deposit",250,Transient,200.71,0,0,No-Show,2015-08-08,"Jamie Reyes",JReyes@comcast.net,795-887-2995,************2786,2015-08-08,2,971
972,"Resort Hotel",0,12,2015,8,32,8,2,5,2,2,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,G,G,0,"No Deposit",0,Transient,252,1,1,Check-Out,2015-08-15,"Brittany Stewart",Brittany.S@zoho.com,555-873-6888,************7835,2015-08-08,4,972
973,"Resort Hotel",1,60,2015,8,32,8,2,5,2,2,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,C,C,0,"No Deposit",196,Transient,135.2,0,0,Canceled,2015-07-27,"Jenny White",White.Jenny@hotmail.com,985-669-6773,************2360,2015-08-08,4,973
974,"Resort Hotel",0,75,2015,8,32,8,2,5,2,2,0,"Full Board",PRT,Direct,Direct,C,C,0,"No Deposit",250,Transient,276.43,1,3,Check-Out,2015-08-15,"David Elliott",David_E80@hotmail.com,669-732-9306,************4590,2015-08-08,4,974
975,"Resort Hotel",1,54,2015,8,32,8,2,5,2,0,0,"Half Board",PRT,Direct,Direct,F,F,0,"No Deposit",250,Transient,228,0,0,Canceled,2015-08-08,"Amy Hall",Amy_H50@hotmail.com,793-799-9491,************7366,2015-08-08,2,975
976,"Resort Hotel",0,126,2015,8,32,8,2,5,2,0,1,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",261,Transient,133,1,2,Check-Out,2015-08-15,"Thomas Stephens Jr.",Thomas.J@outlook.com,363-119-7579,************9145,2015-08-08,2,976
977,"Resort Hotel",1,54,2015,8,32,8,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,205,0,1,Canceled,2015-06-22,"Isabella Moore",IsabellaMoore@hotmail.com,369-447-2354,************3677,2015-08-08,2,977
978,"Resort Hotel",1,84,2015,8,32,8,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,134,0,2,Canceled,2015-05-16,"Brittany Riley",Riley.Brittany38@protonmail.com,814-906-8978,************8722,2015-08-08,2,978
979,"Resort Hotel",1,106,2015,8,32,8,2,5,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",171,Transient,119.7,0,1,Canceled,2015-08-08,"Timothy Rangel",Rangel.Timothy@zoho.com,238-423-5304,************2050,2015-08-08,2,979
980,"Resort Hotel",0,136,2015,8,32,8,2,5,2,0,0,"Bed and Breakfass",IRL,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",156,Contract,90.95,0,1,Check-Out,2015-08-15,"Katherine Miller",KatherineMiller68@att.com,711-854-0281,************9559,2015-08-08,2,980
981,"Resort Hotel",0,98,2015,8,32,8,2,5,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",127,Transient,138,0,0,Check-Out,2015-08-15,"Joel Ball",JBall98@hotmail.com,804-266-6202,************4096,2015-08-08,2,981
982,"Resort Hotel",1,91,2015,8,32,8,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,134,0,1,Canceled,2015-05-14,"Kyle Lynch",Kyle_Lynch69@att.com,192-714-9819,************7438,2015-08-08,2,982
983,"Resort Hotel",1,58,2015,8,32,8,2,6,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,E,1,"No Deposit",250,Transient,173,0,0,Canceled,2015-07-20,"Patricia Coleman",Patricia.Coleman@outlook.com,264-195-0004,************2862,2015-08-08,1,983
984,"Resort Hotel",0,61,2015,8,32,8,4,9,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,165.69,1,0,Check-Out,2015-08-21,"Eileen Rivera",EileenRivera@hotmail.com,155-629-6379,************5560,2015-08-08,2,984
985,"Resort Hotel",0,0,2015,8,33,9,1,0,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,G,G,0,"No Deposit",0,Transient,195,0,0,Check-Out,2015-10-08,"Jose Bradley",Jose.Bradley@zoho.com,529-511-6356,************3859,2015-08-09,2,985
986,"Resort Hotel",0,5,2015,8,33,9,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,E,0,"No Deposit",306,Transient,127.31,0,0,Check-Out,2015-10-08,"Mark Williams",Mark_Williams86@xfinity.com,114-150-8445,************1818,2015-08-09,2,986
987,"Resort Hotel",0,2,2015,8,33,9,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,134,0,1,Check-Out,2015-10-08,"Nathaniel Lewis",NLewis84@verizon.com,669-909-5201,************4758,2015-08-09,2,987
988,"Resort Hotel",1,9,2015,8,33,9,2,0,2,1,0,"Bed and Breakfass",PRT,Direct,Direct,D,D,0,"No Deposit",250,Transient,207,0,2,Canceled,2015-01-08,"Toni Watkins",Watkins_Toni87@verizon.com,498-324-5863,************7077,2015-08-09,3,988
989,"Resort Hotel",1,10,2015,8,33,9,2,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,211.5,0,1,Canceled,2015-07-30,"Marie Mitchell",MMitchell@protonmail.com,400-376-9213,************5286,2015-08-09,2,989
990,"Resort Hotel",0,62,2015,8,33,9,2,1,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,E,F,1,"No Deposit",240,Transient,210.33,1,2,Check-Out,2015-12-08,"Helen Pierce",Helen_P@protonmail.com,297-405-9734,************1749,2015-08-09,2,990
991,"Resort Hotel",0,34,2015,8,33,9,2,2,2,0,0,"Bed and Breakfass",USA,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,211,0,1,Check-Out,2015-08-13,"Tommy Brown",Brown_Tommy@comcast.net,955-290-5243,************5694,2015-08-09,2,991
